shot,category,best_fixed_image_auroc,best_fixed_image_auroc_mode,dynamic_image_auroc,dynamic_minus_best_image_auroc,best_fixed_pixel_auroc,best_fixed_pixel_auroc_mode,dynamic_pixel_auroc,dynamic_minus_best_pixel_auroc,best_fixed_pixel_ap,best_fixed_pixel_ap_mode,dynamic_pixel_ap,dynamic_minus_best_pixel_ap,best_fixed_aupro,best_fixed_aupro_mode,dynamic_aupro,dynamic_minus_best_aupro,route_visual_count,route_text_count,route_weighted_count,image_weight_mean,image_weight_std,image_weight_q10,image_weight_q90,pixel_weight_mean,pixel_weight_std,pixel_image_weight_gap_mean
4,capsules,0.8278333333333334,fixed_w025,0.8326666666666668,0.004833333333333356,0.9411934824699996,fixed_w05,0.9411533509452062,-4.013152479331872e-05,0.2519631796391294,fixed_w05,0.2417663467237155,-0.0101968329154139,0.767042854318099,fixed_w05,0.8020621514029136,0.03501929708481455,1932,0,230,0.8158671118319034,0.15999491440854033,0.5502135753631592,0.949999988079071,0.4627970870769552,0.023487474455565573,0.3530984845869154
4,cashew,0.7596,fixed_w025,0.7388,-0.02080000000000004,0.9490547862693964,fixed_w075,0.9477314130101137,-0.0013233732592827785,0.1951727809901237,fixed_w075,0.1935463344633098,-0.0016264465268139017,0.8916978400693353,fixed_w075,0.9077477031060576,0.01604986303672229,1932,0,230,0.8693977459271749,0.11806735357979586,0.6463798701763153,0.949999988079071,0.1923939190931778,0.013252101834506798,0.677003826833997
4,chewinggum,0.9794,fixed_w075,0.988,0.008599999999999941,0.992540671499305,fixed_w075,0.9922362782992368,-0.00030439320006825366,0.4996178408289016,fixed_w075,0.4999919789013242,0.0003741380724225918,0.9409463651610108,fixed_w075,0.9384572489891826,-0.0024891161718282317,1932,0,230,0.908297933737437,0.04506915180353898,0.8416689991950989,0.949999988079071,0.1665828820049491,0.029405148837845632,0.7417150517324878
4,fryum,0.927,fixed_w025,0.927,0.0,0.9460400544950508,fixed_w075,0.9460264578862628,-1.3596608787969089e-05,0.2373746715568146,fixed_w075,0.2364141530841272,-0.0009605184726874105,0.8592499694113339,fixed_w075,0.8555385260339133,-0.0037114433774205757,1932,0,230,0.9455610052744547,0.025789084030598663,0.9474197566509247,0.949999988079071,0.27264901139817,0.014898952836654983,0.6729119938762849
4,macaroni1,0.8674000000000001,fixed_w025,0.8674000000000001,0.0,0.9803586509397128,fixed_w075,0.9802809776260384,-7.767331367436459e-05,0.0635852768689428,fixed_w05,0.0630484605811957,-0.0005368162877470994,0.6744562634689775,fixed_w05,0.8342219919477771,0.15976572847879966,1932,0,230,0.9459561601281166,0.023307498896690017,0.949999988079071,0.949999988079071,0.3509393357621132,0.00672713546816777,0.5950168243660033
4,macaroni2,0.7221000000000001,fixed_w025,0.7239,0.0017999999999999128,0.9702463886913144,fixed_w075,0.9702460568906872,-3.31800627195733e-07,0.0173132342723829,fixed_w075,0.0172703043952695,-4.292987711339985e-05,0.3583574953156668,fixed_w075,0.4571086694265869,0.0987511741109201,1932,0,230,0.946741654574871,0.02207206007031109,0.949999988079071,0.949999988079071,0.45593308261649673,0.004779051619892651,0.4908085719583743
4,pcb1,0.8519000000000001,fixed_w025,0.8519000000000001,0.0,0.9355579219704544,fixed_w075,0.935490280352602,-6.764161785244305e-05,0.0839275981889736,fixed_w075,0.0837198244598797,-0.00020777372909390468,0.7470443421387821,fixed_w075,0.7601664498506405,0.0131221077118584,1932,0,230,0.9499435490369796,0.0007961706657282012,0.949999988079071,0.949999988079071,0.35923371353278083,0.006953992948454603,0.5907098355041989
4,pcb2,0.6205,fixed_w025,0.6192,-0.0013000000000000789,0.8933695256066989,fixed_w075,0.8926922493271331,-0.0006772762795658194,0.0612437107931365,fixed_w075,0.0608522710986972,-0.0003914396944392981,0.3727790093545514,fixed_w05,0.567891851892384,0.19511284253783262,1932,0,230,0.7724442383646966,0.17017204078313608,0.527613615989685,0.949999988079071,0.2526700815486509,0.0062759309879442645,0.5197741568160456
4,pcb3,0.6168316831683168,fixed_w025,0.6168316831683168,0.0,0.8791115593990579,fixed_w075,0.8772121439649759,-0.001899415434082008,0.0360386670874667,fixed_w075,0.0360386619421059,-5.145360797154108e-09,0.6817482362833424,fixed_w025,0.6835103607169262,0.0017621244335838115,1932,0,230,0.9499338328541808,0.0009355761626164528,0.949999988079071,0.949999988079071,0.30385085792396704,0.014353559102287868,0.6460829749302138
4,pcb4,0.938910891089109,fixed_w025,0.9097029702970296,-0.029207920792079345,0.9467446532852084,fixed_w075,0.9466982674489394,-4.638583626903614e-05,0.201347572752415,fixed_w025,0.2008759185058171,-0.0004716542465978968,0.77141835179639,fixed_w025,0.8667667372319399,0.09534838543554991,1932,0,230,0.7815477077047623,0.16341207049734607,0.5475865602493286,0.949999988079071,0.2709370807653597,0.008068718534756424,0.5106106269394026
4,pipe_fryum,0.9228,fixed_w025,0.8806,-0.042199999999999904,0.9679187768175318,fixed_w075,0.9677936380720072,-0.00012513874552455562,0.2690694600122552,fixed_w075,0.268695986760928,-0.00037347325132719433,0.8916258509132088,fixed_w025,0.9176735850514116,0.026047734138202827,1932,0,230,0.8023130679130555,0.12693112819248006,0.624355262517929,0.949999988079071,0.24482210586520387,0.022583949546631742,0.5574909620478515
